session_id,top1,top2,top3,top4,top5
503688,A,A,A,A,A
97358,A,A,A,A,A
463458,A,A,A,A,A
380228,A,A,A,A,A
571539,A,A,A,A,A
115529,A,A,A,A,A
520289,A,A,A,A,A
491449,A,A,A,A,A
170929,A,A,A,A,A
413578,A,A,A,A,A
660008,A,A,A,A,A
504859,A,A,A,A,A
57149,A,A,A,A,A
628208,A,A,A,A,A
238879,A,A,A,A,A
405588,A,A,A,A,A
500729,A,A,A,A,A
250568,A,A,A,A,A
638538,A,A,A,A,A
224168,A,A,A,A,A
377868,A,A,A,A,A
125938,A,A,A,A,A
177319,A,A,A,A,A
899,A,A,A,A,A
310648,A,A,A,A,A
474328,A,A,A,A,A
106698,A,A,A,A,A
304388,A,A,A,A,A
420499,A,A,A,A,A
593609,A,A,A,A,A
333289,A,A,A,A,A
151298,A,A,A,A,A
163139,A,A,A,A,A
551748,A,A,A,A,A
258098,A,A,A,A,A
80788,A,A,A,A,A
447998,A,A,A,A,A
653578,A,A,A,A,A
240739,A,A,A,A,A
524139,A,A,A,A,A
581469,A,A,A,A,A
402408,A,A,A,A,A
230219,A,A,A,A,A
31189,A,A,A,A,A
190649,A,A,A,A,A
193469,A,A,A,A,A
228409,A,A,A,A,A
391789,A,A,A,A,A
182108,A,A,A,A,A
656648,A,A,A,A,A
632429,A,A,A,A,A
622519,A,A,A,A,A
244159,A,A,A,A,A
208708,A,A,A,A,A
109109,A,A,A,A,A
68388,A,A,A,A,A
11479,A,A,A,A,A
44498,A,A,A,A,A
179418,A,A,A,A,A
644909,A,A,A,A,A
506609,A,A,A,A,A
255669,A,A,A,A,A
221168,A,A,A,A,A
637638,A,A,A,A,A
549889,A,A,A,A,A
135309,A,A,A,A,A
304348,A,A,A,A,A
208378,A,A,A,A,A
259748,A,A,A,A,A
403118,A,A,A,A,A
76558,A,A,A,A,A
335758,A,A,A,A,A
91849,A,A,A,A,A
524069,A,A,A,A,A
689379,A,A,A,A,A
335948,A,A,A,A,A
301598,A,A,A,A,A
152358,A,A,A,A,A
641098,A,A,A,A,A
663048,A,A,A,A,A
565899,A,A,A,A,A
426238,A,A,A,A,A
683828,A,A,A,A,A
153078,A,A,A,A,A
512078,A,A,A,A,A
93169,A,A,A,A,A
310908,A,A,A,A,A
512949,A,A,A,A,A
590229,A,A,A,A,A
611308,A,A,A,A,A
631469,A,A,A,A,A
68318,A,A,A,A,A
160648,A,A,A,A,A
345129,A,A,A,A,A
577999,A,A,A,A,A
659109,A,A,A,A,A
53968,A,A,A,A,A
496688,A,A,A,A,A
650448,A,A,A,A,A
40038,A,A,A,A,A
668549,A,A,A,A,A
171729,A,A,A,A,A
172509,A,A,A,A,A
633429,A,A,A,A,A
683168,A,A,A,A,A
109939,A,A,A,A,A
417148,A,A,A,A,A
361299,A,A,A,A,A
436899,A,A,A,A,A
6929,A,A,A,A,A
395759,A,A,A,A,A
20828,A,A,A,A,A
201979,A,A,A,A,A
590879,A,A,A,A,A
421108,A,A,A,A,A
484268,A,A,A,A,A
414889,A,A,A,A,A
264909,A,A,A,A,A
623878,A,A,A,A,A
274339,A,A,A,A,A
438789,A,A,A,A,A
438068,A,A,A,A,A
467518,A,A,A,A,A
323288,A,A,A,A,A
422449,A,A,A,A,A
660718,A,A,A,A,A
100509,A,A,A,A,A
636869,A,A,A,A,A
715098,A,A,A,A,A
604379,A,A,A,A,A
42548,A,A,A,A,A
198428,A,A,A,A,A
461098,A,A,A,A,A
651249,A,A,A,A,A
416988,A,A,A,A,A
374788,A,A,A,A,A
335969,A,A,A,A,A
321169,A,A,A,A,A
713388,A,A,A,A,A
94519,A,A,A,A,A
434658,A,A,A,A,A
682998,A,A,A,A,A
509529,A,A,A,A,A
125578,A,A,A,A,A
395349,A,A,A,A,A
260608,A,A,A,A,A
66729,A,A,A,A,A
468338,A,A,A,A,A
576048,A,A,A,A,A
479088,A,A,A,A,A
410328,A,A,A,A,A
412938,A,A,A,A,A
450249,A,A,A,A,A
16759,A,A,A,A,A
559219,A,A,A,A,A
194848,A,A,A,A,A
389018,A,A,A,A,A
18248,A,A,A,A,A
707219,A,A,A,A,A
243098,A,A,A,A,A
633519,A,A,A,A,A
676698,A,A,A,A,A
525829,A,A,A,A,A
271998,A,A,A,A,A
108968,A,A,A,A,A
125488,A,A,A,A,A
700109,A,A,A,A,A
281989,A,A,A,A,A
578539,A,A,A,A,A
645918,A,A,A,A,A
73589,A,A,A,A,A
324289,A,A,A,A,A
523189,A,A,A,A,A
657819,A,A,A,A,A
482699,A,A,A,A,A
372799,A,A,A,A,A
407978,A,A,A,A,A
406128,A,A,A,A,A
445389,A,A,A,A,A
33099,A,A,A,A,A
118718,A,A,A,A,A
691579,A,A,A,A,A
82389,A,A,A,A,A
356559,A,A,A,A,A
377899,A,A,A,A,A
489778,A,A,A,A,A
444398,A,A,A,A,A
230179,A,A,A,A,A
89998,A,A,A,A,A
244938,A,A,A,A,A
514129,A,A,A,A,A
544188,A,A,A,A,A
353049,A,A,A,A,A
36839,A,A,A,A,A
140508,A,A,A,A,A
631348,A,A,A,A,A
263939,A,A,A,A,A
619138,A,A,A,A,A
64078,A,A,A,A,A
483189,A,A,A,A,A
496379,A,A,A,A,A
416918,A,A,A,A,A
82938,A,A,A,A,A
34599,A,A,A,A,A
191198,A,A,A,A,A
81968,A,A,A,A,A
526379,A,A,A,A,A
253608,A,A,A,A,A
519569,A,A,A,A,A
316629,A,A,A,A,A
169849,A,A,A,A,A
584849,A,A,A,A,A
596218,A,A,A,A,A
116099,A,A,A,A,A
132188,A,A,A,A,A
92918,A,A,A,A,A
49149,A,A,A,A,A
207429,A,A,A,A,A
49808,A,A,A,A,A
710049,A,A,A,A,A
58659,A,A,A,A,A
413519,A,A,A,A,A
621579,A,A,A,A,A
295838,A,A,A,A,A
283648,A,A,A,A,A
379078,A,A,A,A,A
484459,A,A,A,A,A
641689,A,A,A,A,A
43859,A,A,A,A,A
106339,A,A,A,A,A
699088,A,A,A,A,A
219238,A,A,A,A,A
327198,A,A,A,A,A
324928,A,A,A,A,A
525759,A,A,A,A,A
315098,A,A,A,A,A
439419,A,A,A,A,A
341779,A,A,A,A,A
198289,A,A,A,A,A
622619,A,A,A,A,A
444029,A,A,A,A,A
704589,A,A,A,A,A
566189,A,A,A,A,A
478228,A,A,A,A,A
616818,A,A,A,A,A
74068,A,A,A,A,A
274309,A,A,A,A,A
473309,A,A,A,A,A
405109,A,A,A,A,A
263999,A,A,A,A,A
178108,A,A,A,A,A
433179,A,A,A,A,A
282019,A,A,A,A,A
136199,A,A,A,A,A
417458,A,A,A,A,A
398869,A,A,A,A,A
247758,A,A,A,A,A
241279,A,A,A,A,A
336518,A,A,A,A,A
623908,A,A,A,A,A
49128,A,A,A,A,A
264778,A,A,A,A,A
242969,A,A,A,A,A
707769,A,A,A,A,A
334429,A,A,A,A,A
430488,A,A,A,A,A
247079,A,A,A,A,A
662408,A,A,A,A,A
633618,A,A,A,A,A
83248,A,A,A,A,A
471348,A,A,A,A,A
564999,A,A,A,A,A
137999,A,A,A,A,A
380029,A,A,A,A,A
549399,A,A,A,A,A
197668,A,A,A,A,A
694469,A,A,A,A,A
398428,A,A,A,A,A
156598,A,A,A,A,A
586509,A,A,A,A,A
624868,A,A,A,A,A
109668,A,A,A,A,A
502219,A,A,A,A,A
689129,A,A,A,A,A
233018,A,A,A,A,A
470358,A,A,A,A,A
123239,A,A,A,A,A
715258,A,A,A,A,A
437698,A,A,A,A,A
54769,A,A,A,A,A
246168,A,A,A,A,A
673758,A,A,A,A,A
450648,A,A,A,A,A
546208,A,A,A,A,A
110429,A,A,A,A,A
533248,A,A,A,A,A
488239,A,A,A,A,A
158438,A,A,A,A,A
678459,A,A,A,A,A
336499,A,A,A,A,A
120328,A,A,A,A,A
401499,A,A,A,A,A
41398,A,A,A,A,A
390928,A,A,A,A,A
131359,A,A,A,A,A
403069,A,A,A,A,A
177798,A,A,A,A,A
428279,A,A,A,A,A
464498,A,A,A,A,A
464218,A,A,A,A,A
376068,A,A,A,A,A
499169,A,A,A,A,A
172078,A,A,A,A,A
181518,A,A,A,A,A
419068,A,A,A,A,A
190688,A,A,A,A,A
204759,A,A,A,A,A
238319,A,A,A,A,A
404118,A,A,A,A,A
459249,A,A,A,A,A
201559,A,A,A,A,A
228618,A,A,A,A,A
698748,A,A,A,A,A
635369,A,A,A,A,A
686958,A,A,A,A,A
606738,A,A,A,A,A
69009,A,A,A,A,A
222549,A,A,A,A,A
453679,A,A,A,A,A
424309,A,A,A,A,A
286748,A,A,A,A,A
593138,A,A,A,A,A
462188,A,A,A,A,A
375878,A,A,A,A,A
492238,A,A,A,A,A
143738,A,A,A,A,A
563339,A,A,A,A,A
70599,A,A,A,A,A
527448,A,A,A,A,A
636318,A,A,A,A,A
531788,A,A,A,A,A
383519,A,A,A,A,A
88718,A,A,A,A,A
284968,A,A,A,A,A
414118,A,A,A,A,A
20699,A,A,A,A,A
581178,A,A,A,A,A
269789,A,A,A,A,A
417128,A,A,A,A,A
43689,A,A,A,A,A
166148,A,A,A,A,A
399068,A,A,A,A,A
365868,A,A,A,A,A
617168,A,A,A,A,A
421188,A,A,A,A,A
16388,A,A,A,A,A
318448,A,A,A,A,A
697698,A,A,A,A,A
92719,A,A,A,A,A
235728,A,A,A,A,A
223759,A,A,A,A,A
288489,A,A,A,A,A
526679,A,A,A,A,A
657509,A,A,A,A,A
600349,A,A,A,A,A
596589,A,A,A,A,A
297328,A,A,A,A,A
451718,A,A,A,A,A
476498,A,A,A,A,A
688089,A,A,A,A,A
180478,A,A,A,A,A
544039,A,A,A,A,A
201539,A,A,A,A,A
22808,A,A,A,A,A
105379,A,A,A,A,A
566409,A,A,A,A,A
616128,A,A,A,A,A
424548,A,A,A,A,A
707699,A,A,A,A,A
592389,A,A,A,A,A
671908,A,A,A,A,A
292478,A,A,A,A,A
494309,A,A,A,A,A
129779,A,A,A,A,A
123389,A,A,A,A,A
153159,A,A,A,A,A
530918,A,A,A,A,A
329158,A,A,A,A,A
440599,A,A,A,A,A
136768,A,A,A,A,A
267378,A,A,A,A,A
282459,A,A,A,A,A
13408,A,A,A,A,A
276839,A,A,A,A,A
610978,A,A,A,A,A
217338,A,A,A,A,A
99049,A,A,A,A,A
327658,A,A,A,A,A
264768,A,A,A,A,A
599658,A,A,A,A,A
496549,A,A,A,A,A
218369,A,A,A,A,A
81288,A,A,A,A,A
125879,A,A,A,A,A
526618,A,A,A,A,A
127339,A,A,A,A,A
501098,A,A,A,A,A
680269,A,A,A,A,A
639998,A,A,A,A,A
609529,A,A,A,A,A
273078,A,A,A,A,A
296538,A,A,A,A,A
191838,A,A,A,A,A
467148,A,A,A,A,A
52359,A,A,A,A,A
553128,A,A,A,A,A
563178,A,A,A,A,A
73969,A,A,A,A,A
345848,A,A,A,A,A
439239,A,A,A,A,A
140058,A,A,A,A,A
610658,A,A,A,A,A
529018,A,A,A,A,A
591689,A,A,A,A,A
334228,A,A,A,A,A
495489,A,A,A,A,A
159229,A,A,A,A,A
98798,A,A,A,A,A
286079,A,A,A,A,A
677738,A,A,A,A,A
487998,A,A,A,A,A
393268,A,A,A,A,A
11869,A,A,A,A,A
557559,A,A,A,A,A
229138,A,A,A,A,A
275218,A,A,A,A,A
160099,A,A,A,A,A
437928,A,A,A,A,A
94899,A,A,A,A,A
712238,A,A,A,A,A
6239,A,A,A,A,A
395928,A,A,A,A,A
545398,A,A,A,A,A
702619,A,A,A,A,A
295528,A,A,A,A,A
699318,A,A,A,A,A
388359,A,A,A,A,A
299989,A,A,A,A,A
680589,A,A,A,A,A
146559,A,A,A,A,A
184088,A,A,A,A,A
501838,A,A,A,A,A
188568,A,A,A,A,A
167368,A,A,A,A,A
534158,A,A,A,A,A
238629,A,A,A,A,A
474148,A,A,A,A,A
416288,A,A,A,A,A
597478,A,A,A,A,A
335349,A,A,A,A,A
679599,A,A,A,A,A
434888,A,A,A,A,A
366488,A,A,A,A,A
401028,A,A,A,A,A
382408,A,A,A,A,A
378068,A,A,A,A,A
681118,A,A,A,A,A
347258,A,A,A,A,A
704128,A,A,A,A,A
464099,A,A,A,A,A
16128,A,A,A,A,A
26288,A,A,A,A,A
58509,A,A,A,A,A
378399,A,A,A,A,A
237388,A,A,A,A,A
273299,A,A,A,A,A
273188,A,A,A,A,A
267509,A,A,A,A,A
583388,A,A,A,A,A
181379,A,A,A,A,A
489409,A,A,A,A,A
128138,A,A,A,A,A
51599,A,A,A,A,A
89839,A,A,A,A,A
641619,A,A,A,A,A
657258,A,A,A,A,A
206278,A,A,A,A,A
61208,A,A,A,A,A
277058,A,A,A,A,A
270018,A,A,A,A,A
482679,A,A,A,A,A
595688,A,A,A,A,A
41259,A,A,A,A,A
96278,A,A,A,A,A
182129,A,A,A,A,A
21049,A,A,A,A,A
98788,A,A,A,A,A
492548,A,A,A,A,A
13598,A,A,A,A,A
639989,A,A,A,A,A
347939,A,A,A,A,A
688869,A,A,A,A,A
393898,A,A,A,A,A
708088,A,A,A,A,A
287818,A,A,A,A,A
252379,A,A,A,A,A
403148,A,A,A,A,A
459168,A,A,A,A,A
418109,A,A,A,A,A
355158,A,A,A,A,A
481618,A,A,A,A,A
597559,A,A,A,A,A
333968,A,A,A,A,A
460058,A,A,A,A,A
326689,A,A,A,A,A
84588,A,A,A,A,A
443899,A,A,A,A,A
486249,A,A,A,A,A
248538,A,A,A,A,A
299308,A,A,A,A,A
510479,A,A,A,A,A
594449,A,A,A,A,A
158928,A,A,A,A,A
534289,A,A,A,A,A
414278,A,A,A,A,A
592618,A,A,A,A,A
555399,A,A,A,A,A
111139,A,A,A,A,A
705708,A,A,A,A,A
519848,A,A,A,A,A
85139,A,A,A,A,A
625778,A,A,A,A,A
695019,A,A,A,A,A
569829,A,A,A,A,A
699229,A,A,A,A,A
691639,A,A,A,A,A
472488,A,A,A,A,A
202748,A,A,A,A,A
450288,A,A,A,A,A
99609,A,A,A,A,A
367228,A,A,A,A,A
378138,A,A,A,A,A
440058,A,A,A,A,A
128679,A,A,A,A,A
682608,A,A,A,A,A
592699,A,A,A,A,A
457119,A,A,A,A,A
587749,A,A,A,A,A
440608,A,A,A,A,A
532799,A,A,A,A,A
606538,A,A,A,A,A
194559,A,A,A,A,A
550378,A,A,A,A,A
351708,A,A,A,A,A
687799,A,A,A,A,A
637119,A,A,A,A,A
421468,A,A,A,A,A
555648,A,A,A,A,A
548019,A,A,A,A,A
663339,A,A,A,A,A
108839,A,A,A,A,A
335559,A,A,A,A,A
9098,A,A,A,A,A
184679,A,A,A,A,A
247199,A,A,A,A,A
345978,A,A,A,A,A
182448,A,A,A,A,A
392119,A,A,A,A,A
701918,A,A,A,A,A
523259,A,A,A,A,A
712358,A,A,A,A,A
540038,A,A,A,A,A
201219,A,A,A,A,A
126009,A,A,A,A,A
311669,A,A,A,A,A
104569,A,A,A,A,A
45709,A,A,A,A,A
708869,A,A,A,A,A
444828,A,A,A,A,A
466058,A,A,A,A,A
479838,A,A,A,A,A
273628,A,A,A,A,A
19739,A,A,A,A,A
276008,A,A,A,A,A
526659,A,A,A,A,A
469278,A,A,A,A,A
92488,A,A,A,A,A
445289,A,A,A,A,A
484078,A,A,A,A,A
701798,A,A,A,A,A
128808,A,A,A,A,A
256168,A,A,A,A,A
605178,A,A,A,A,A
544768,A,A,A,A,A
338159,A,A,A,A,A
401169,A,A,A,A,A
180308,A,A,A,A,A
467008,A,A,A,A,A
450568,A,A,A,A,A
414898,A,A,A,A,A
63098,A,A,A,A,A
256629,A,A,A,A,A
447169,A,A,A,A,A
291899,A,A,A,A,A
533699,A,A,A,A,A
518659,A,A,A,A,A
549278,A,A,A,A,A
709448,A,A,A,A,A
22479,A,A,A,A,A
677248,A,A,A,A,A
22059,A,A,A,A,A
700538,A,A,A,A,A
326808,A,A,A,A,A
537889,A,A,A,A,A
80348,A,A,A,A,A
312899,A,A,A,A,A
321208,A,A,A,A,A
157328,A,A,A,A,A
274629,A,A,A,A,A
138509,A,A,A,A,A
686528,A,A,A,A,A
472559,A,A,A,A,A
644529,A,A,A,A,A
168938,A,A,A,A,A
691759,A,A,A,A,A
113619,A,A,A,A,A
375279,A,A,A,A,A
589688,A,A,A,A,A
164958,A,A,A,A,A
549699,A,A,A,A,A
571949,A,A,A,A,A
101319,A,A,A,A,A
81709,A,A,A,A,A
198989,A,A,A,A,A
363678,A,A,A,A,A
215709,A,A,A,A,A
136218,A,A,A,A,A
22559,A,A,A,A,A
687439,A,A,A,A,A
505909,A,A,A,A,A
451979,A,A,A,A,A
675649,A,A,A,A,A
305128,A,A,A,A,A
488928,A,A,A,A,A
606658,A,A,A,A,A
99929,A,A,A,A,A
672189,A,A,A,A,A
283789,A,A,A,A,A
312229,A,A,A,A,A
548529,A,A,A,A,A
428169,A,A,A,A,A
195989,A,A,A,A,A
611759,A,A,A,A,A
554298,A,A,A,A,A
555458,A,A,A,A,A
449569,A,A,A,A,A
706399,A,A,A,A,A
675139,A,A,A,A,A
284299,A,A,A,A,A
585898,A,A,A,A,A
71969,A,A,A,A,A
710989,A,A,A,A,A
567368,A,A,A,A,A
233378,A,A,A,A,A
645799,A,A,A,A,A
118509,A,A,A,A,A
543559,A,A,A,A,A
367698,A,A,A,A,A
614698,A,A,A,A,A
234218,A,A,A,A,A
153309,A,A,A,A,A
132999,A,A,A,A,A
711659,A,A,A,A,A
10339,A,A,A,A,A
428048,A,A,A,A,A
508769,A,A,A,A,A
590228,A,A,A,A,A
679818,A,A,A,A,A
404929,A,A,A,A,A
696858,A,A,A,A,A
24008,A,A,A,A,A
463589,A,A,A,A,A
688689,A,A,A,A,A
480949,A,A,A,A,A
215659,A,A,A,A,A
233509,A,A,A,A,A
550718,A,A,A,A,A
152349,A,A,A,A,A
573838,A,A,A,A,A
20329,A,A,A,A,A
664189,A,A,A,A,A
474068,A,A,A,A,A
441298,A,A,A,A,A
142338,A,A,A,A,A
633258,A,A,A,A,A
202348,A,A,A,A,A
203678,A,A,A,A,A
94859,A,A,A,A,A
84688,A,A,A,A,A
469898,A,A,A,A,A
282518,A,A,A,A,A
658018,A,A,A,A,A
229478,A,A,A,A,A
232879,A,A,A,A,A
496689,A,A,A,A,A
422058,A,A,A,A,A
445258,A,A,A,A,A
240039,A,A,A,A,A
170019,A,A,A,A,A
379508,A,A,A,A,A
286829,A,A,A,A,A
115798,A,A,A,A,A
80828,A,A,A,A,A
689759,A,A,A,A,A
342868,A,A,A,A,A
231429,A,A,A,A,A
447769,A,A,A,A,A
607568,A,A,A,A,A
42129,A,A,A,A,A
266868,A,A,A,A,A
437558,A,A,A,A,A
479,A,A,A,A,A
134328,A,A,A,A,A
579038,A,A,A,A,A
12918,A,A,A,A,A
129948,A,A,A,A,A
283328,A,A,A,A,A
477118,A,A,A,A,A
61969,A,A,A,A,A
498609,A,A,A,A,A
113219,A,A,A,A,A
3009,A,A,A,A,A
456308,A,A,A,A,A
155888,A,A,A,A,A
120388,A,A,A,A,A
603768,A,A,A,A,A
664029,A,A,A,A,A
593349,A,A,A,A,A
317959,A,A,A,A,A
420059,A,A,A,A,A
336058,A,A,A,A,A
88268,A,A,A,A,A
212539,A,A,A,A,A
279969,A,A,A,A,A
390289,A,A,A,A,A
315778,A,A,A,A,A
652618,A,A,A,A,A
41298,A,A,A,A,A
646998,A,A,A,A,A
140289,A,A,A,A,A
282588,A,A,A,A,A
517488,A,A,A,A,A
686148,A,A,A,A,A
56008,A,A,A,A,A
37499,A,A,A,A,A
19639,A,A,A,A,A
151159,A,A,A,A,A
355249,A,A,A,A,A
581069,A,A,A,A,A
662028,A,A,A,A,A
570939,A,A,A,A,A
379219,A,A,A,A,A
112268,A,A,A,A,A
699748,A,A,A,A,A
524178,A,A,A,A,A
684539,A,A,A,A,A
434069,A,A,A,A,A
98318,A,A,A,A,A
356718,A,A,A,A,A
249979,A,A,A,A,A
551719,A,A,A,A,A
130328,A,A,A,A,A
97859,A,A,A,A,A
213438,A,A,A,A,A
526459,A,A,A,A,A
346849,A,A,A,A,A
106488,A,A,A,A,A
389728,A,A,A,A,A
21218,A,A,A,A,A
658748,A,A,A,A,A
671169,A,A,A,A,A
643098,A,A,A,A,A
174019,A,A,A,A,A
245978,A,A,A,A,A
363639,A,A,A,A,A
290139,A,A,A,A,A
94298,A,A,A,A,A
537728,A,A,A,A,A
439569,A,A,A,A,A
495409,A,A,A,A,A
288818,A,A,A,A,A
74369,A,A,A,A,A
488378,A,A,A,A,A
707848,A,A,A,A,A
401079,A,A,A,A,A
702269,A,A,A,A,A
295438,A,A,A,A,A
527079,A,A,A,A,A
363989,A,A,A,A,A
489538,A,A,A,A,A
441309,A,A,A,A,A
569309,A,A,A,A,A
293509,A,A,A,A,A
92478,A,A,A,A,A
581569,A,A,A,A,A
347969,A,A,A,A,A
245638,A,A,A,A,A
354999,A,A,A,A,A
86898,A,A,A,A,A
185308,A,A,A,A,A
367268,A,A,A,A,A
682298,A,A,A,A,A
376879,A,A,A,A,A
444319,A,A,A,A,A
149779,A,A,A,A,A
146959,A,A,A,A,A
25098,A,A,A,A,A
312468,A,A,A,A,A
466738,A,A,A,A,A
330939,A,A,A,A,A
385179,A,A,A,A,A
339658,A,A,A,A,A
80118,A,A,A,A,A
433968,A,A,A,A,A
287239,A,A,A,A,A
517619,A,A,A,A,A
383579,A,A,A,A,A
615418,A,A,A,A,A
159348,A,A,A,A,A
630688,A,A,A,A,A
12579,A,A,A,A,A
46048,A,A,A,A,A
365819,A,A,A,A,A
212329,A,A,A,A,A
989,A,A,A,A,A
480418,A,A,A,A,A
95189,A,A,A,A,A
462688,A,A,A,A,A
478268,A,A,A,A,A
489369,A,A,A,A,A
342148,A,A,A,A,A
154408,A,A,A,A,A
454759,A,A,A,A,A
338348,A,A,A,A,A
570899,A,A,A,A,A
538089,A,A,A,A,A
440348,A,A,A,A,A
600439,A,A,A,A,A
296228,A,A,A,A,A
300389,A,A,A,A,A
104459,A,A,A,A,A
305239,A,A,A,A,A
341878,A,A,A,A,A
221608,A,A,A,A,A
617958,A,A,A,A,A
258338,A,A,A,A,A
53809,A,A,A,A,A
412768,A,A,A,A,A
555718,A,A,A,A,A
195389,A,A,A,A,A
109729,A,A,A,A,A
470468,A,A,A,A,A
231989,A,A,A,A,A
559729,A,A,A,A,A
598259,A,A,A,A,A
624339,A,A,A,A,A
228789,A,A,A,A,A
327339,A,A,A,A,A
555329,A,A,A,A,A
9949,A,A,A,A,A
584468,A,A,A,A,A
176229,A,A,A,A,A
479058,A,A,A,A,A
28819,A,A,A,A,A
321598,A,A,A,A,A
119928,A,A,A,A,A
145628,A,A,A,A,A
336278,A,A,A,A,A
205218,A,A,A,A,A
601579,A,A,A,A,A
66728,A,A,A,A,A
462339,A,A,A,A,A
619678,A,A,A,A,A
678279,A,A,A,A,A
26248,A,A,A,A,A
321508,A,A,A,A,A
200589,A,A,A,A,A
198329,A,A,A,A,A
74298,A,A,A,A,A
51929,A,A,A,A,A
295318,A,A,A,A,A
160219,A,A,A,A,A
195639,A,A,A,A,A
533279,A,A,A,A,A
64228,A,A,A,A,A
616209,A,A,A,A,A
52158,A,A,A,A,A
274788,A,A,A,A,A
616778,A,A,A,A,A
28229,A,A,A,A,A
185438,A,A,A,A,A
555199,A,A,A,A,A
392479,A,A,A,A,A
253528,A,A,A,A,A
315779,A,A,A,A,A
102768,A,A,A,A,A
546748,A,A,A,A,A
705388,A,A,A,A,A
572798,A,A,A,A,A
348048,A,A,A,A,A
182118,A,A,A,A,A
462849,A,A,A,A,A
224308,A,A,A,A,A
180879,A,A,A,A,A
114578,A,A,A,A,A
242318,A,A,A,A,A
409939,A,A,A,A,A
418239,A,A,A,A,A
686138,A,A,A,A,A
271918,A,A,A,A,A
8078,A,A,A,A,A
65798,A,A,A,A,A
473468,A,A,A,A,A
520128,A,A,A,A,A
19609,A,A,A,A,A
48558,A,A,A,A,A
216489,A,A,A,A,A
336529,A,A,A,A,A
444589,A,A,A,A,A
114999,A,A,A,A,A
41728,A,A,A,A,A
698918,A,A,A,A,A
601138,A,A,A,A,A
168169,A,A,A,A,A
367649,A,A,A,A,A
699108,A,A,A,A,A
292538,A,A,A,A,A
509538,A,A,A,A,A
233538,A,A,A,A,A
186279,A,A,A,A,A
50869,A,A,A,A,A
484748,A,A,A,A,A
478208,A,A,A,A,A
531109,A,A,A,A,A
512628,A,A,A,A,A
536868,A,A,A,A,A
16059,A,A,A,A,A
533878,A,A,A,A,A
349778,A,A,A,A,A
381428,A,A,A,A,A
49478,A,A,A,A,A
275008,A,A,A,A,A
318329,A,A,A,A,A
390278,A,A,A,A,A
473349,A,A,A,A,A
711958,A,A,A,A,A
583178,A,A,A,A,A
346119,A,A,A,A,A
508399,A,A,A,A,A
559148,A,A,A,A,A
179089,A,A,A,A,A
306269,A,A,A,A,A
237319,A,A,A,A,A
496888,A,A,A,A,A
456388,A,A,A,A,A
321599,A,A,A,A,A
245558,A,A,A,A,A
335068,A,A,A,A,A
110989,A,A,A,A,A
571248,A,A,A,A,A
710479,A,A,A,A,A
88179,A,A,A,A,A
208138,A,A,A,A,A
238079,A,A,A,A,A
405638,A,A,A,A,A
586468,A,A,A,A,A
509699,A,A,A,A,A
533529,A,A,A,A,A
504699,A,A,A,A,A
679649,A,A,A,A,A
171508,A,A,A,A,A
593668,A,A,A,A,A
249339,A,A,A,A,A
645708,A,A,A,A,A
225448,A,A,A,A,A
314088,A,A,A,A,A
12139,A,A,A,A,A
209728,A,A,A,A,A
562438,A,A,A,A,A
165779,A,A,A,A,A
219269,A,A,A,A,A
109198,A,A,A,A,A
582478,A,A,A,A,A
123658,A,A,A,A,A
429538,A,A,A,A,A
56229,A,A,A,A,A
498248,A,A,A,A,A
696659,A,A,A,A,A
321719,A,A,A,A,A
111658,A,A,A,A,A
107858,A,A,A,A,A
141588,A,A,A,A,A
528938,A,A,A,A,A
515568,A,A,A,A,A
86339,A,A,A,A,A
449058,A,A,A,A,A
610379,A,A,A,A,A
51539,A,A,A,A,A
327078,A,A,A,A,A
446088,A,A,A,A,A
564659,A,A,A,A,A
535978,A,A,A,A,A
96638,A,A,A,A,A
520189,A,A,A,A,A
280678,A,A,A,A,A
264169,A,A,A,A,A
126238,A,A,A,A,A
556968,A,A,A,A,A
691939,A,A,A,A,A
612538,A,A,A,A,A
186519,A,A,A,A,A
354189,A,A,A,A,A
615159,A,A,A,A,A
643989,A,A,A,A,A
204889,A,A,A,A,A
424428,A,A,A,A,A
452568,A,A,A,A,A
527798,A,A,A,A,A
345139,A,A,A,A,A
125368,A,A,A,A,A
545058,A,A,A,A,A
490988,A,A,A,A,A
287099,A,A,A,A,A
184999,A,A,A,A,A
115048,A,A,A,A,A
657018,A,A,A,A,A
251069,A,A,A,A,A
5709,A,A,A,A,A
261639,A,A,A,A,A
652768,A,A,A,A,A
164268,A,A,A,A,A
676439,A,A,A,A,A
384178,A,A,A,A,A
52979,A,A,A,A,A
572279,A,A,A,A,A
420169,A,A,A,A,A
452399,A,A,A,A,A
623358,A,A,A,A,A
556089,A,A,A,A,A
579169,A,A,A,A,A
520099,A,A,A,A,A
405029,A,A,A,A,A
391308,A,A,A,A,A
172988,A,A,A,A,A
371459,A,A,A,A,A
357149,A,A,A,A,A
40149,A,A,A,A,A
237309,A,A,A,A,A
331699,A,A,A,A,A
296248,A,A,A,A,A
126268,A,A,A,A,A
610979,A,A,A,A,A
250689,A,A,A,A,A
647988,A,A,A,A,A
89269,A,A,A,A,A
639459,A,A,A,A,A
401069,A,A,A,A,A
685098,A,A,A,A,A
102849,A,A,A,A,A
205809,A,A,A,A,A
40418,A,A,A,A,A
649678,A,A,A,A,A
474908,A,A,A,A,A
405698,A,A,A,A,A
461369,A,A,A,A,A
